"move_id","name","accuracy","effect","pp","priority","target","type","move_damage_class","hp_healing","hp_drain","power","flinch_chance%","min_hits","max_hits","ailment","ailment_chance%","stat","stat_change_rate","change_amount"
"414","earth power","100","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","10","0","selected pokemon","ground","special","0","0","90","0","1","1",,"0","special defense","10","-1"
"415","switcheroo","100","User and target swap items.","10","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0",,"0",
"416","giga impact","90","User foregoes its next turn to recharge.","5","0","selected pokemon","normal","physical","0","0","150","0","1","1",,"0",,"0",
"417","nasty plot","0","Raises the user's Special Attack by two stages.","20","0","user","dark","status","0","0","0","0","0","0",,"0","special attack","100","2"
"418","bullet punch","100","Inflicts regular damage with no additional effect.","30","1","selected pokemon","steel","physical","0","0","40","0","1","1",,"0",,"0",
"419","avalanche","100","Inflicts double damage if the user takes damage before attacking this turn.","10","-4","selected pokemon","ice","physical","0","0","60","0","1","1",,"0",,"0",
"420","ice shard","100","Inflicts regular damage with no additional effect.","30","1","selected pokemon","ice","physical","0","0","40","0","1","1",,"0",,"0",
"421","shadow claw","100","Has an increased chance for a critical hit.","15","0","selected pokemon","ghost","physical","0","0","70","0","1","1",,"0",,"0",
"422","thunder fang","95","Has a $effect_chance% chance to paralyze the target and a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","electric","physical","0","0","65","10","1","1","paralysis","10",,"0",
"423","ice fang","95","Has a $effect_chance% chance to freeze the target and a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","ice","physical","0","0","65","10","1","1","freeze","10",,"0",
"424","fire fang","95","Has a $effect_chance% chance to burn the target and a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","fire","physical","0","0","65","10","1","1","burn","10",,"0",
"425","shadow sneak","100","Inflicts regular damage with no additional effect.","30","1","selected pokemon","ghost","physical","0","0","40","0","1","1",,"0",,"0",
"426","mud bomb","85","Has a $effect_chance% chance to lower the target's accuracy by one stage.","10","0","selected pokemon","ground","special","0","0","65","0","1","1",,"0","accuracy","30","-1"
"427","psycho cut","100","Has an increased chance for a critical hit.","20","0","selected pokemon","psychic","physical","0","0","70","0","1","1",,"0",,"0",
"428","zen headbutt","90","Has a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","psychic","physical","0","0","80","20","1","1",,"0",,"0",
"429","mirror shot","85","Has a $effect_chance% chance to lower the target's accuracy by one stage.","10","0","selected pokemon","steel","special","0","0","65","0","1","1",,"0","accuracy","30","-1"
"430","flash cannon","100","Has a $effect_chance% chance to lower the target's Special Defense by one stage.","10","0","selected pokemon","steel","special","0","0","80","0","1","1",,"0","special defense","10","-1"
"431","rock climb","85","Has a $effect_chance% chance to confuse the target.","20","0","selected pokemon","normal","physical","0","0","90","0","1","1","confusion","20",,"0",
"432","defog","0","Lowers the target's evasion by one stage.  Removes field effects from the enemy field.","15","0","selected pokemon","flying","status","0","0","0","0","0","0",,"0",,"0",
"433","trick room","0","For five turns, slower Pokémon will act before faster Pokémon.","5","-7","entire field","psychic","status","0","0","0","0","0","0",,"0",,"0",
"434","draco meteor","90","Lowers the user's Special Attack by two stages after inflicting damage.","5","0","selected pokemon","dragon","special","0","0","130","0","1","1",,"0","special attack","100","-2"
"435","discharge","100","Has a $effect_chance% chance to paralyze the target.","15","0","all other pokemon","electric","special","0","0","80","0","1","1","paralysis","30",,"0",
"436","lava plume","100","Has a $effect_chance% chance to burn the target.","15","0","all other pokemon","fire","special","0","0","80","0","1","1","burn","30",,"0",
"437","leaf storm","90","Lowers the user's Special Attack by two stages after inflicting damage.","5","0","selected pokemon","grass","special","0","0","130","0","1","1",,"0","special attack","100","-2"
"438","power whip","85","Inflicts regular damage with no additional effect.","10","0","selected pokemon","grass","physical","0","0","120","0","1","1",,"0",,"0",
"439","rock wrecker","90","User foregoes its next turn to recharge.","5","0","selected pokemon","rock","physical","0","0","150","0","1","1",,"0",,"0",
"440","cross poison","100","Has an increased chance for a critical hit and a $effect_chance% chance to poison the target.","20","0","selected pokemon","poison","physical","0","0","70","0","1","1","poison","10",,"0",
"441","gunk shot","80","Has a $effect_chance% chance to poison the target.","5","0","selected pokemon","poison","physical","0","0","120","0","1","1","poison","30",,"0",
"442","iron head","100","Has a $effect_chance% chance to make the target flinch.","15","0","selected pokemon","steel","physical","0","0","80","30","1","1",,"0",,"0",
"443","magnet bomb","0","Never misses.","20","0","selected pokemon","steel","physical","0","0","60","0","1","1",,"0",,"0",
"444","stone edge","80","Has an increased chance for a critical hit.","5","0","selected pokemon","rock","physical","0","0","100","0","1","1",,"0",,"0",
"445","captivate","100","Lowers the target's Special Attack by two stages if it's the opposite gender.","20","0","all opponents","normal","status","0","0","0","0","0","0",,"0","special attack","100","-2"
"446","stealth rock","0","Causes damage when opposing Pokémon switch in.","20","0","opponents field","rock","status","0","0","0","0","0","0",,"0",,"0",
"447","grass knot","100","Inflicts more damage to heavier targets, with a maximum of 120 power.","20","0","selected pokemon","grass","special","0","0","0","0","1","1",,"0",,"0",
"448","chatter","100","Has a higher chance to confuse the target when the recorded sound is louder.","20","0","selected pokemon","flying","special","0","0","65","0","1","1","confusion","100",,"0",
"449","judgment","100","If the user is holding a appropriate plate or drive, the damage inflicted will match it.","10","0","selected pokemon","normal","special","0","0","100","0","1","1",,"0",,"0",
"450","bug bite","100","If target has a berry, inflicts double damage and uses the berry.","20","0","selected pokemon","bug","physical","0","0","60","0","1","1",,"0",,"0",
"451","charge beam","90","Has a $effect_chance% chance to raise the user's Special Attack by one stage.","10","0","selected pokemon","electric","special","0","0","50","0","1","1",,"0","special attack","70","1"
"452","wood hammer","100","User receives 1/3 the damage inflicted in recoil.","15","0","selected pokemon","grass","physical","0","-33","120","0","1","1",,"0",,"0",
"453","aqua jet","100","Inflicts regular damage with no additional effect.","20","1","selected pokemon","water","physical","0","0","40","0","1","1",,"0",,"0",
"454","attack order","100","Has an increased chance for a critical hit.","15","0","selected pokemon","bug","physical","0","0","90","0","1","1",,"0",,"0",
"455","defend order","0","Raises the user's Defense and Special Defense by one stage.","10","0","user","bug","status","0","0","0","0","0","0",,"0","defense","100","1"
"456","heal order","0","Heals the user by half its max HP.","10","0","user","bug","status","50","0","0","0","0","0",,"0",,"0",
"457","head smash","80","User receives 1/2 the damage inflicted in recoil.","5","0","selected pokemon","rock","physical","0","-50","150","0","1","1",,"0",,"0",
"458","double hit","90","Hits twice in one turn.","10","0","selected pokemon","normal","physical","0","0","35","0","2","2",,"0",,"0",
"459","roar of time","90","User foregoes its next turn to recharge.","5","0","selected pokemon","dragon","special","0","0","150","0","1","1",,"0",,"0",
"460","spacial rend","95","Has an increased chance for a critical hit.","5","0","selected pokemon","dragon","special","0","0","100","0","1","1",,"0",,"0",
"461","lunar dance","0","User faints, and its replacement is fully healed.","10","0","user","psychic","status","0","0","0","0","0","0",,"0",,"0",
"462","crush grip","100","Power increases against targets with more HP remaining, up to a maximum of 121 power.","5","0","selected pokemon","normal","physical","0","0","0","0","1","1",,"0",,"0",
"463","magma storm","75","Prevents the target from fleeing and inflicts damage for 2-5 turns.","5","0","selected pokemon","fire","special","0","0","100","0","1","1","trap","100",,"0",
"464","dark void","50","Puts the target to sleep.","10","0","all opponents","dark","status","0","0","0","0","0","0","sleep","100",,"0",
"465","seed flare","85","Has a $effect_chance% chance to lower the target's Special Defense by two stages.","5","0","selected pokemon","grass","special","0","0","120","0","1","1",,"0","special defense","40","-2"
"466","ominous wind","100","Has a $effect_chance% chance to raise all of the user's stats by one stage.","5","0","selected pokemon","ghost","special","0","0","60","0","1","1",,"10","attack","10","1"
"467","shadow force","100","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","5","0","selected pokemon","ghost","physical","0","0","120","0","1","1",,"0",,"0",
"468","hone claws","0","Raises the user's Attack and accuracy by one stage.","15","0","user","dark","status","0","0","0","0","0","0",,"0","attack","100","1"
"469","wide guard","0","Prevents any multi-target moves from hitting friendly Pokémon this turn.","10","3","users field","rock","status","0","0","0","0","0","0",,"0",,"0",
"470","guard split","0","Averages Defense and Special Defense with the target.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"471","power split","0","Averages Attack and Special Attack with the target.","10","0","selected pokemon","psychic","status","0","0","0","0","0","0",,"0",,"0",
"472","wonder room","0","All Pokémon's Defense and Special Defense are swapped for 5 turns.","10","0","entire field","psychic","status","0","0","0","0","0","0",,"0",,"0",
"473","psyshock","100","Inflicts damage based on the target's Defense, not Special Defense.","10","0","selected pokemon","psychic","special","0","0","80","0","1","1",,"0",,"0",
"474","venoshock","100","Inflicts double damage if the target is Poisoned.","10","0","selected pokemon","poison","special","0","0","65","0","1","1",,"0",,"0",
"475","autotomize","0","Raises the user's Speed by two stages and halves the user's weight.","15","0","user","steel","status","0","0","0","0","0","0",,"0","speed","100","2"
"476","rage powder","0","Redirects the target's single-target effects to the user for this turn.","20","2","user","bug","status","0","0","0","0","0","0",,"0",,"0",
"477","telekinesis","0","Moves have 100% accuracy against the target for three turns.","15","0","selected pokemon","psychic","status","0","0","0","0","0","0","unknown","100",,"0",
"478","magic room","0","Negates held items for five turns.","10","0","entire field","psychic","status","0","0","0","0","0","0",,"0",,"0",
"479","smack down","100","Removes any immunity to Ground damage.","15","0","selected pokemon","rock","physical","0","0","50","0","1","1","unknown","100",,"0",
"480","storm throw","100","Always scores a critical hit.","10","0","selected pokemon","fighting","physical","0","0","60","0","1","1",,"0",,"0",
"481","flame burst","100","Deals splash damage to Pokémon next to the target.","15","0","selected pokemon","fire","special","0","0","70","0","1","1",,"0",,"0",
"482","sludge wave","100","Has a $effect_chance% chance to poison the target.","10","0","all other pokemon","poison","special","0","0","95","0","1","1","poison","10",,"0",
"483","quiver dance","0","Raises the user's Special Attack, Special Defense, and Speed by one stage each.","20","0","user","bug","status","0","0","0","0","0","0",,"0","special attack","100","1"
"484","heavy slam","100","Power is higher when the user weighs more than the target, up to a maximum of 120.","10","0","selected pokemon","steel","physical","0","0","0","0","1","1",,"0",,"0",
"485","synchronoise","100","Hits any Pokémon that shares a type with the user.","10","0","all other pokemon","psychic","special","0","0","120","0","1","1",,"0",,"0",
"486","electro ball","100","Power is higher when the user has greater Speed than the target, up to a maximum of 150.","10","0","selected pokemon","electric","special","0","0","0","0","1","1",,"0",,"0",
"487","soak","100","Changes the target's type to Water.","20","0","selected pokemon","water","status","0","0","0","0","0","0",,"0",,"0",
"488","flame charge","100","Inflicts regular damage.  Raises the user's Speed by one stage.","20","0","selected pokemon","fire","physical","0","0","50","0","1","1",,"0","speed","100","1"
"489","coil","0","Raises the user's Attack, Defense, and accuracy by one stage each.","20","0","user","poison","status","0","0","0","0","0","0",,"0","attack","100","1"
"490","low sweep","100","Lowers the target's Speed by one stage.","20","0","selected pokemon","fighting","physical","0","0","65","0","1","1",,"0","speed","100","-1"
"491","acid spray","100","Lowers the target's Special Defense by two stages.","20","0","selected pokemon","poison","special","0","0","40","0","1","1",,"0","special defense","100","-2"
"492","foul play","100","Calculates damage with the target's attacking stat.","15","0","selected pokemon","dark","physical","0","0","95","0","1","1",,"0",,"0",
"493","simple beam","100","Changes the target's ability to Simple.","15","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"494","entrainment","100","Copies the user's ability onto the target.","15","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"495","after you","0","Makes the target act next this turn.","15","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"496","round","100","Has double power if it's used more than once per turn.","15","0","selected pokemon","normal","special","0","0","60","0","1","1",,"0",,"0",
"497","echoed voice","100","Power increases by 100% for each consecutive use by any friendly Pokémon, to a maximum of 200.","15","0","selected pokemon","normal","special","0","0","40","0","1","1",,"0",,"0",
"498","chip away","100","Ignores the target's stat modifiers.","20","0","selected pokemon","normal","physical","0","0","70","0","1","1",,"0",,"0",
"499","clear smog","0","Removes all of the target's stat modifiers.","15","0","selected pokemon","poison","special","0","0","50","0","1","1",,"0",,"0",
"500","stored power","100","Power is higher the more the user's stats have been raised, to a maximum of 31×.","10","0","selected pokemon","psychic","special","0","0","20","0","1","1",,"0",,"0",
"501","quick guard","0","Prevents any priority moves from hitting friendly Pokémon this turn.","15","3","users field","fighting","status","0","0","0","0","0","0",,"0",,"0",
"502","ally switch","0","User switches places with the friendly Pokémon opposite it.","15","2","user","psychic","status","0","0","0","0","0","0",,"0",,"0",
"503","scald","100","Has a $effect_chance% chance to burn the target.","15","0","selected pokemon","water","special","0","0","80","0","1","1","burn","30",,"0",
"504","shell smash","0","Raises user's Attack, Special Attack, and Speed by two stages.  Lower user's Defense and Special Defense by one stage.","15","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"505","heal pulse","0","Heals the target for half its max HP.","10","0","selected pokemon","psychic","status","50","0","0","0","0","0",,"0",,"0",
"506","hex","100","Has double power if the target has a major status ailment.","10","0","selected pokemon","ghost","special","0","0","65","0","1","1",,"0",,"0",
"507","sky drop","100","Carries the target high into the air, dodging all attacks against either, and drops it next turn.","10","0","selected pokemon","flying","physical","0","0","60","0","1","1",,"0",,"0",
"508","shift gear","0","Raises the user's Attack by one stage and its Speed by two stages.","10","0","user","steel","status","0","0","0","0","0","0",,"0","attack","100","1"
"509","circle throw","90","Ends wild battles.  Forces trainers to switch Pokémon.","10","-6","selected pokemon","fighting","physical","0","0","60","0","1","1",,"0",,"0",
"510","incinerate","100","Destroys the target's held berry.","15","0","all opponents","fire","special","0","0","60","0","1","1",,"0",,"0",
"511","quash","100","Makes the target act last this turn.","15","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0",,"0",
"512","acrobatics","100","Has double power if the user has no held item.","15","0","selected pokemon","flying","physical","0","0","55","0","1","1",,"0",,"0",
"513","reflect type","0","User becomes the target's type.","15","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"514","retaliate","100","Has double power if a friendly Pokémon fainted last turn.","5","0","selected pokemon","normal","physical","0","0","70","0","1","1",,"0",,"0",
"515","final gambit","100","Inflicts damage equal to the user's remaining HP.  User faints.","5","0","selected pokemon","fighting","special","0","0","0","0","1","1",,"0",,"0",
"516","bestow","0","Gives the user's held item to the target.","15","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0",,"0",
"517","inferno","50","Has a $effect_chance% chance to burn the target.","5","0","selected pokemon","fire","special","0","0","100","0","1","1","burn","100",,"0",
"518","water pledge","100","With Grass Pledge, halves opposing Pokémon's Speed for four turns.","10","0","selected pokemon","water","special","0","0","80","0","1","1",,"0",,"0",
"519","fire pledge","100","With Water Pledge, doubles the effect chance of friendly Pokémon's moves for four turns.","10","0","selected pokemon","fire","special","0","0","80","0","1","1",,"0",,"0",
"520","grass pledge","100","With Fire Pledge, damages opposing Pokémon for 1/8 their max HP every turn for four turns.","10","0","selected pokemon","grass","special","0","0","80","0","1","1",,"0",,"0",
"521","volt switch","100","User must switch out after attacking.","20","0","selected pokemon","electric","special","0","0","70","0","1","1",,"0",,"0",
"522","struggle bug","100","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","20","0","all opponents","bug","special","0","0","50","0","1","1",,"0","special attack","100","-1"
"523","bulldoze","100","Has a $effect_chance% chance to lower the target's Speed by one stage.","20","0","all other pokemon","ground","physical","0","0","60","0","1","1",,"0","speed","100","-1"
"524","frost breath","90","Always scores a critical hit.","10","0","selected pokemon","ice","special","0","0","60","0","1","1",,"100",,"0",
"525","dragon tail","90","Ends wild battles.  Forces trainers to switch Pokémon.","10","-6","selected pokemon","dragon","physical","0","0","60","0","1","1",,"0",,"0",
"526","work up","0","Raises the user's Attack and Special Attack by one stage each.","30","0","user","normal","status","0","0","0","0","0","0",,"0","attack","100","1"
"527","electroweb","95","Lowers the target's Speed by one stage.","15","0","all opponents","electric","special","0","0","55","0","1","1",,"0","speed","100","-1"
"528","wild charge","100","User receives 1/4 the damage it inflicts in recoil.","15","0","selected pokemon","electric","physical","0","-25","90","0","1","1",,"0",,"0",
"529","drill run","95","Has an increased chance for a critical hit.","10","0","selected pokemon","ground","physical","0","0","80","0","1","1",,"0",,"0",
"530","dual chop","90","Hits twice in one turn.","15","0","selected pokemon","dragon","physical","0","0","40","0","2","2",,"0",,"0",
"531","heart stamp","100","Has a $effect_chance% chance to make the target flinch.","25","0","selected pokemon","psychic","physical","0","0","60","30","1","1",,"0",,"0",
"532","horn leech","100","Drains half the damage inflicted to heal the user.","10","0","selected pokemon","grass","physical","0","50","75","0","1","1",,"0",,"0",
"533","sacred sword","100","Ignores the target's stat modifiers.","15","0","selected pokemon","fighting","physical","0","0","90","0","1","1",,"0",,"0",
"534","razor shell","95","Has a $effect_chance% chance to lower the target's Defense by one stage.","10","0","selected pokemon","water","physical","0","0","75","0","1","1",,"0","defense","50","-1"
"535","heat crash","100","Power is higher when the user weighs more than the target, up to a maximum of 120.","10","0","selected pokemon","fire","physical","0","0","0","0","1","1",,"0",,"0",
"536","leaf tornado","90","Has a $effect_chance% chance to lower the target's accuracy by one stage.","10","0","selected pokemon","grass","special","0","0","65","0","1","1",,"0","accuracy","50","-1"
"537","steamroller","100","Has a $effect_chance% chance to make the target flinch.","20","0","selected pokemon","bug","physical","0","0","65","30","1","1",,"0",,"0",
"538","cotton guard","0","Raises the user's Defense by three stages.","10","0","user","grass","status","0","0","0","0","0","0",,"0","defense","100","3"
"539","night daze","95","Has a $effect_chance% chance to lower the target's accuracy by one stage.","10","0","selected pokemon","dark","special","0","0","85","0","1","1",,"0","accuracy","40","-1"
"540","psystrike","100","Inflicts damage based on the target's Defense, not Special Defense.","10","0","selected pokemon","psychic","special","0","0","100","0","1","1",,"0",,"0",
"541","tail slap","85","Hits 2-5 times in one turn.","10","0","selected pokemon","normal","physical","0","0","25","0","2","5",,"0",,"0",
"542","hurricane","70","Has a $effect_chance% chance to confuse the target.","10","0","selected pokemon","flying","special","0","0","110","0","1","1","confusion","30",,"0",
"543","head charge","100","User receives 1/4 the damage it inflicts in recoil.","15","0","selected pokemon","normal","physical","0","-25","120","0","1","1",,"0",,"0",
"544","gear grind","85","Hits twice in one turn.","15","0","selected pokemon","steel","physical","0","0","50","0","2","2",,"0",,"0",
"545","searing shot","100","Has a $effect_chance% chance to burn the target.","5","0","all other pokemon","fire","special","0","0","100","0","1","1","burn","30",,"0",
"546","techno blast","100","If the user is holding a appropriate plate or drive, the damage inflicted will match it.","5","0","selected pokemon","normal","special","0","0","120","0","1","1",,"0",,"0",
"547","relic song","100","Has a $effect_chance% chance to put the target to sleep.","10","0","all opponents","normal","special","0","0","75","0","1","1","sleep","10",,"0",
"548","secret sword","100","Inflicts damage based on the target's Defense, not Special Defense.","10","0","selected pokemon","fighting","special","0","0","85","0","1","1",,"0",,"0",
"549","glaciate","95","Lowers the target's Speed by one stage.","10","0","all opponents","ice","special","0","0","65","0","1","1",,"0","speed","100","-1"
"550","bolt strike","85","Has a $effect_chance% chance to paralyze the target.","5","0","selected pokemon","electric","physical","0","0","130","0","1","1","paralysis","20",,"0",
"551","blue flare","85","Has a $effect_chance% chance to burn the target.","5","0","selected pokemon","fire","special","0","0","130","0","1","1","burn","20",,"0",
"552","fiery dance","100","Has a $effect_chance% chance to raise the user's Special Attack by one stage.","10","0","selected pokemon","fire","special","0","0","80","0","1","1",,"0","special attack","50","1"
"553","freeze shock","90","Requires a turn to charge before attacking.  Has a $effect_chance% chance to paralyze the target.","5","0","selected pokemon","ice","physical","0","0","140","0","1","1","paralysis","30",,"0",
"554","ice burn","90","Requires a turn to charge before attacking.  Has a $effect_chance% chance to burn the target.","5","0","selected pokemon","ice","special","0","0","140","0","1","1","burn","30",,"0",
"555","snarl","95","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","15","0","all opponents","dark","special","0","0","55","0","1","1",,"0","special attack","100","-1"
"556","icicle crash","90","Has a $effect_chance% chance to make the target flinch.","10","0","selected pokemon","ice","physical","0","0","85","30","1","1",,"0",,"0",
"557","v create","95","Lowers the user's Defense, Special Defense, and Speed by one stage each.","5","0","selected pokemon","fire","physical","0","0","180","0","1","1",,"0","defense","100","-1"
"558","fusion flare","100","With Fusion Bolt, inflicts double damage.","5","0","selected pokemon","fire","special","0","0","100","0","1","1",,"0",,"0",
"559","fusion bolt","100","With Fusion Flare, inflicts double damage.","5","0","selected pokemon","electric","physical","0","0","100","0","1","1",,"0",,"0",
"560","flying press","95","Deals both fighting and flying-type damage.","10","0","selected pokemon","fighting","physical","0","0","100","0","1","1",,"0",,"0",
"561","mat block","0","Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.","10","0","users field","fighting","status","0","0","0","0","0","0",,"0",,"0",
"562","belch","90","Can only be used after the user has eaten a berry.","10","0","selected pokemon","poison","special","0","0","120","0","1","1",,"0",,"0",
"563","rototiller","0","Raises the Attack and Special Attack of all grass Pokémon in battle.","10","0","all pokemon","ground","status","0","0","0","0","0","0",,"0","attack","100","1"
"564","sticky web","0","Covers the opposing field, lowering opponents' Speed by one stage upon switching in.","20","0","opponents field","bug","status","0","0","0","0","0","0",,"0",,"0",
"565","fell stinger","100","Raises the user's Attack by two stages if it KOs the target.","25","0","selected pokemon","bug","physical","0","0","50","0","1","1",,"0",,"0",
"566","phantom force","100","User vanishes, dodging all attacks, and hits next turn.  Hits through Protect and Detect.","10","0","selected pokemon","ghost","physical","0","0","90","0","1","1",,"0",,"0",
"567","trick or treat","100","Adds ghost to the target's types.","20","0","selected pokemon","ghost","status","0","0","0","0","0","0",,"0",,"0",
"568","noble roar","100","Lowers the target's Attack and Special Attack by one stage.","30","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0","attack","100","-1"
"569","ion deluge","0","Changes all normal moves to electric moves for the rest of the turn.","25","1","entire field","electric","status","0","0","0","0","0","0",,"0",,"0",
"570","parabolic charge","100","Heals the user for half the total damage dealt to all targets.","20","0","all other pokemon","electric","special","0","50","65","0","1","1",,"0",,"0",
"571","forests curse","100","Adds grass to the target's types.","20","0","selected pokemon","grass","status","0","0","0","0","0","0",,"0",,"0",
"572","petal blizzard","100","Inflicts regular damage.","15","0","all other pokemon","grass","physical","0","0","90","0","1","1",,"0",,"0",
"573","freeze dry","100","Super-effective against water.","20","0","selected pokemon","ice","special","0","0","70","0","1","1","freeze","10",,"0",
"574","disarming voice","0","Never misses.","15","0","all opponents","fairy","special","0","0","40","0","1","1",,"0",,"0",
"575","parting shot","100","Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.","20","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0","attack","100","-1"
"576","topsy turvy","0","Inverts the target's stat modifiers.","20","0","selected pokemon","dark","status","0","0","0","0","0","0",,"0",,"0",
"577","draining kiss","100","Drains 75% of the damage inflicted to heal the user.","10","0","selected pokemon","fairy","special","0","75","50","0","1","1",,"0",,"0",
"578","crafty shield","0","Protects all friendly Pokémon from non-damaging moves.","10","3","users field","fairy","status","0","0","0","0","0","0",,"0",,"0",
"579","flower shield","0","Raises the Defense of all grass Pokémon in battle.","10","0","all pokemon","fairy","status","0","0","0","0","0","0",,"0","defense","100","1"
"580","grassy terrain","0","For five turns, heals all Pokémon on the ground for 1/16 max HP each turn and strengthens their grass moves to 1.5× their power.","10","0","entire field","grass","status","0","0","0","0","0","0",,"0",,"0",
"581","misty terrain","0","For five turns, protects all Pokémon on the ground from major status ailments and confusion, and halves the power of incoming dragon moves.","10","0","entire field","fairy","status","0","0","0","0","0","0",,"0",,"0",
"582","electrify","0","Changes the target's move's type to electric if it hasn't moved yet this turn.","20","0","selected pokemon","electric","status","0","0","0","0","0","0",,"0",,"0",
"583","play rough","90","Has a $effect_chance% chance to lower the target's Attack by one stage.","10","0","selected pokemon","fairy","physical","0","0","90","0","1","1",,"0","attack","10","-1"
"584","fairy wind","100","Inflicts regular damage with no additional effect.","30","0","selected pokemon","fairy","special","0","0","40","0","1","1",,"0",,"0",
"585","moonblast","100","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","15","0","selected pokemon","fairy","special","0","0","95","0","1","1",,"0","special attack","30","-1"
"586","boomburst","100","Inflicts regular damage.","10","0","all other pokemon","normal","special","0","0","140","0","1","1",,"0",,"0",
"587","fairy lock","0","Prevents all Pokémon from fleeing or switching out during the next turn.","10","0","entire field","fairy","status","0","0","0","0","0","0",,"0",,"0",
"588","kings shield","0","Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.","10","4","user","steel","status","0","0","0","0","0","0",,"0",,"0",
"589","play nice","0","Lowers the target's Attack by one stage.","20","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0","attack","100","-1"
"590","confide","0","Lowers the target's Special Attack by one stage.","20","0","selected pokemon","normal","status","0","0","0","0","0","0",,"0","special attack","100","-1"
"591","diamond storm","95","Has a $effect_chance% chance to raise the user's Defense by two stages for each target hit.","5","0","all opponents","rock","physical","0","0","100","0","1","1",,"0","defense","50","2"
"592","steam eruption","95","Has a $effect_chance% chance to burn the target.","5","0","selected pokemon","water","special","0","0","110","0","1","1","burn","30",,"0",
"593","hyperspace hole","0","Ignores and destroys protection effects.","5","0","selected pokemon","psychic","special","0","0","80","0","1","1",,"0",,"0",
"594","water shuriken","100","Hits 2–5 times.","20","1","selected pokemon","water","special","0","0","15","0","2","5",,"0",,"0",
"595","mystical fire","100","Has a $effect_chance% chance to lower the target's Special Attack by one stage.","10","0","selected pokemon","fire","special","0","0","75","0","1","1",,"0","special attack","100","-1"
"596","spiky shield","0","Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.","10","4","user","grass","status","0","0","0","0","0","0",,"0",,"0",
"597","aromatic mist","0","Raises a selected ally's Special Defense by one stage.","20","0","ally","fairy","status","0","0","0","0","0","0",,"0","special defense","100","1"
"598","eerie impulse","100","Lowers the target's Special Attack by two stages.","15","0","selected pokemon","electric","status","0","0","0","0","0","0",,"0","special attack","100","-2"
"599","venom drench","100","Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.","20","0","all opponents","poison","status","0","0","0","0","0","0",,"0","attack","100","-1"
"600","powder","100","Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.","20","1","selected pokemon","bug","status","0","0","0","0","0","0",,"0",,"0",
"601","geomancy","0","Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.","10","0","user","fairy","status","0","0","0","0","0","0",,"0","special attack","100","2"
"602","magnetic flux","0","Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.","20","0","user and allies","electric","status","0","0","0","0","0","0",,"0","defense","100","1"
"603","happy hour","0","Doubles prize money.","30","0","users field","normal","status","0","0","0","0","0","0",,"0",,"0",
"604","electric terrain","0","For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.","10","0","entire field","electric","status","0","0","0","0","0","0",,"0",,"0",
"605","dazzling gleam","100","Inflicts regular damage with no additional effect.","10","0","all opponents","fairy","special","0","0","80","0","1","1",,"0",,"0",
"606","celebrate","0","Does nothing.","40","0","user","normal","status","0","0","0","0","0","0",,"0",,"0",
"607","hold hands","0","Does nothing.","40","0","ally","normal","status","0","0","0","0","0","0",,"0",,"0",
"608","baby doll eyes","100","Lowers the target's Attack by one stage.","30","1","selected pokemon","fairy","status","0","0","0","0","0","0",,"0","attack","100","-1"
"609","nuzzle","100","Has a $effect_chance% chance to paralyze the target.","20","0","selected pokemon","electric","physical","0","0","20","0","1","1","paralysis","100",,"0",
"610","hold back","100","Cannot lower the target's HP below 1.","40","0","selected pokemon","normal","physical","0","0","40","0","1","1",,"0",,"0",
"611","infestation","100","Prevents the target from fleeing and inflicts damage for 2-5 turns.","20","0","selected pokemon","bug","special","0","0","20","0","1","1","trap","100",,"0",
