"id","pokemon_speciesID","nickname","ownerID","level","experience","gender","nature","item","datetime","location_subareaID","obtention_method","pokeballID","move1","move2","move3","move4"
"5202","360","Lucky","209","73","407197","female","docile","data card 15","Thu Jan 10 22:39:46 CET 2002","330","walk","park ball","134","100","156","115"
"5203","2","Jethro","209","68","338796","female","lonely",,"Mon Apr 07 13:53:56 CEST 1997",,"gift","great ball","72","77","78","147"
"5204","70","Amber","209","69","355195","female","brave","tm28","Thu Sep 13 21:26:32 CEST 2007","505","walk","fast ball","139","92","202","72"
"5205","188","Tate","209","68","336727","female","brave",,"Fri Aug 14 02:23:29 CEST 2015","381","walk","dusk ball","75","73","143","202"
"5206","175","Noodles","209","66","248777","female","mild",,"Sun Jun 01 23:29:03 CEST 2003","516","walk","great ball","186","204","236","151"
"5207","127","Freddy","209","68","428439","male","lax","data card 26","Sun Mar 01 22:43:16 CET 2009","509","walk","love ball","81","42","141","169"
"5208","447","Cleo","209","74","435106","female","naive","bright powder","Wed May 08 22:35:23 CEST 1996","455","gift egg","net ball","27","66","26","136"
"5209","420","Misty","209","66","306787","female","lax","timer ball","Sun Apr 15 12:30:28 CEST 2018",,"gift","safari ball","72","22","235","78"
"5210","64","Budda","209","77","505579","female","quiet",,"Thu Oct 05 02:40:02 CEST 2017","420","walk","park ball","138","134","149","95"
"5211","6","Thumper","209","79","545403","female","brave","snow mail","Fri Dec 24 08:43:03 CET 2021",,"gift","lure ball","241","177","64","65"
"5212","483","Simba","209","72","494058","male","jolly",,"Mon Aug 08 16:30:47 CEST 2016",,"gift","moon ball","211","225","239","200"
"5213","282","Einstein","209","64","352654","male","relaxed","rare bone","Wed Jan 27 02:10:24 CET 2021",,"gift","heavy ball","138","96","134","236"
"5214","6","Rocky","209","73","415391","female","hasty","tm04","Sun Nov 21 23:18:11 CET 2021",,"gift","lure ball","7","16","241","221"
"5215","2","Peppy","210","72","403769","male","impish",,"Tue Jul 21 03:02:26 CEST 2009",,"gift","master ball","188","79","71","72"
"5216","381","Ralph","210","70","460234","female","mild","sky plate","Sat Sep 29 02:17:45 CEST 2007","361","only one","cherish ball","133","134","225","248"
"5217","253","Buckeye","210","74","437749","male","mild","silver powder","Sat Oct 12 17:37:28 CEST 2019",,"gift","lure ball","75","79","78","76"
"5218","273","Checkers","210","76","471231","male","naive","vs seeker","Fri Sep 07 04:14:10 CEST 2018","380","walk","safari ball","71","72","76","178"
"5219","264","Pantaleona","210","70","361321","male","careful",,"Tue Sep 26 23:30:19 CEST 2000","183","walk","friend ball","208","38","13","166"
"5220","303","Old Glory","210","63","219240","female","adamant",,"Fri May 07 13:01:27 CEST 2010","452","walk","timer ball","236","186","211","231"
"5221","43","Iris","210","62","253186","male","rash",,"Sat Apr 22 13:55:43 CEST 2000","505","walk","net ball","79","73","75","147"
"5222","475","Isabelle","211","65","360512","female","rash","power lens","Tue Aug 13 02:41:39 CEST 1996",,"gift","sport ball","60","249","96","134"
"5223","433","Julius","211","79","417335","male","timid",,"Sun Mar 26 17:06:50 CEST 2023","382","walk","quick ball","138","248","93","115"
"5224","132","Mariah","211","76","463754","female","adamant","data card 16","Mon Sep 23 20:01:59 CEST 2019","501","walk","quick ball","230","105","207","121"
"5225","407","Frankie","211","61","237924","female","bold","nugget","Thu Apr 26 07:07:43 CEST 2018",,"grass spots","heal ball","72","76","22","124"
"5226","487","Freddy","211","62","319682","male","lax",,"Sun Sep 26 15:38:36 CEST 2021",,"gift","luxury ball","247","200","239","174"
"5227","387","Luzdivino","211","63","262150","female","lonely",,"Fri Dec 24 07:09:12 CET 2004","466","gift","ultra ball","147","178","235","80"
"5228","343","Joker","211","65","296820","male","docile",,"Fri Nov 26 16:25:09 CET 1999","481","walk","love ball","243","222","115","134"
"5229","207","Silver","211","74","434283","male","quirky",,"Sun Jan 26 00:15:50 CET 2020","428","walk","great ball","28","189","155","125"
"5230","161","Petie","211","68","334291","female","sassy","fluffy tail","Mon Jan 03 15:52:46 CET 2011","475","walk","heavy ball","206","15","107","37"
"5231","319","Chippy","211","75","566925","male","calm","leftovers","Mon Aug 13 07:48:38 CEST 2018","496","super rod","sport ball","145","185","56","228"
"5232","327","Kirby","211","62","205455","male","mild",,"Wed Sep 25 21:25:28 CEST 2019","507","walk","ultra ball","212","220","161","214"
"5233","46","Jojo","211","66","311209","male","bold",,"Tue Dec 22 20:50:31 CET 2009","165","walk","master ball","210","80","72","75"
"5234","417","Jesse","211","61","240921","male","bashful","devon goods","Thu Feb 25 17:15:25 CET 1999","379","walk","premier ball","84","86","87","192"
"5235","486","Nick","211","74","543377","male","careful",,"Sat Dec 11 09:16:58 CET 2021",,"gift","heal ball","153","4","74","20"
"5236","353","Kismet","211","67","259941","male","naughty","poke doll","Thu Dec 15 19:48:05 CET 2011","271","walk","quick ball","174","109","180","247"
"5237","473","Valinto","211","62","318159","male","lonely",,"Mon Nov 26 05:51:27 CET 2018",,"grass spots","lure ball","222","89","54","191"
"5238","48","Butter","211","68","342548","male","bold",,"Thu Aug 01 22:49:35 CEST 2019","509","walk","luxury ball","42","169","77","40"
"5239","299","Kramer","211","69","356963","male","timid",,"Mon Mar 11 07:29:15 CET 1996","382","walk","ultra ball","88","157","246","205"
"5240","32","April","211","70","362027","female","impish",,"Wed Dec 21 00:59:02 CET 2005","474","walk","cherish ball","124","92","151","123"
"5241","321","Chocolate","211","67","416816","female","rash",,"Sun May 11 21:01:47 CEST 1997","514","super rod","net ball","127","240","61","145"
"5242","458","Bonifacio","211","69","441550","male","relaxed",,"Wed Sep 02 11:00:36 CEST 2020","375","surf","dive ball","119","57","240","55"
"5243","171","Plato","211","74","545158","male","lonely","tm80","Sat Sep 22 03:47:51 CEST 2001","513","super rod","heal ball","85","192","57","86"
"5244","464","Travis","211","70","456532","female","naive","full heal","Mon Nov 26 03:04:51 CET 2018",,"gift","park ball","157","28","198","189"
"5245","384","Tori","211","67","395973","female","gentle","tm85","Sun Oct 21 18:10:26 CEST 2007","297","only one","love ball","16","65","119","19"
"5246","397","Mary","211","77","492369","male","careful","smoke ball","Sat Feb 28 18:57:16 CET 2004","521","walk","luxury ball","176","208","34","213"
"5247","82","Sebastian","211","63","266924","female","serious",,"Fri Feb 07 19:27:31 CET 1997","420","walk","moon ball","87","84","231","209"
"5248","83","Benji","211","79","531245","female","sassy","tm67","Wed Mar 18 06:35:53 CET 2015","503","walk","nest ball","64","237","19","34"
"5249","276","Meadow","211","63","264080","male","careful",,"Sun Nov 25 21:48:56 CET 2001","268","walk","ultra ball","161","154","20","4"
"5250","112","Beetle","211","67","410069","female","quiet",,"Sun Oct 16 07:29:42 CEST 2011","419","walk","love ball","125","155","246","28"
"5251","84","Petie","212","76","471301","male","adamant","tamato berry","Sun Aug 04 19:07:46 CEST 2019","474","walk","luxury ball","31","237","162","119"
"5252","5","Bradley","212","79","541943","male","naughty","power bracer","Thu Apr 24 08:33:40 CEST 2014",,"gift","premier ball","7","83","241","126"
"5253","166","Bongo","212","79","411234","female","brave",,"Sun Aug 22 17:39:21 CEST 2010","509","walk","great ball","210","64","177","16"
"5254","192","Chief","212","69","353996","female","impish","tm09","Sun Nov 27 14:07:24 CET 2011",,"grass spots","net ball","71","78","76","147"
"5255","226","Cooper","212","79","656190","male","brave",,"Fri Sep 25 04:10:16 CEST 2009","194","surf","friend ball","240","110","128","127"
"5256","182","Weaver","212","76","467963","female","sassy",,"Mon Dec 30 02:06:41 CET 2002",,"gift","moon ball","76","22","147","178"
"5257","17","Ranger","212","76","473563","male","mild",,"Tue Nov 26 03:39:43 CET 2002","190","walk","poke ball","130","160","35","142"
"5258","23","Misty","212","73","407291","female","docile",,"Mon Nov 07 11:03:46 CET 2011","495","walk","dusk ball","139","151","40","92"
"5259","37","Shelly","212","63","273187","male","quiet","oaks letter","Wed Mar 13 02:43:53 CET 1996","484","walk","level ball","241","83","221","126"
"5260","378","Curry","212","77","600440","male","quirky",,"Sat Feb 24 12:21:30 CET 2001","362","only one","love ball","59","58","62","114"
"5261","252","Blondie","212","65","295207","female","naive",,"Wed Mar 25 04:59:56 CET 2020","298","gift","lure ball","75","178","79","80"
"5262","161","Tess","212","64","283938","male","timid","blue card","Sat May 01 16:55:37 CEST 2010","475","walk","repeat ball","1","18","219","215"
"5263","429","Guy","212","67","258223","female","timid","data card 19","Mon Dec 15 05:24:08 CET 1997",,"grass spots","level ball","109","171","174","122"
"5264","195","Tripod","212","71","388313","female","gentle","lunar wing","Tue Apr 29 19:35:17 CEST 2003","395","walk","nest ball","61","145","56","28"
"5265","33","Skittles","212","69","358471","female","quirky",,"Tue Apr 09 18:05:36 CEST 2019","472","walk","quick ball","188","51","40","77"
"5266","331","Dolly","212","70","365388","male","impish",,"Thu May 16 05:38:00 CEST 2013","508","walk","quick ball","71","147","22","80"
"5267","129","Beans","212","78","617060","male","quirky",,"Mon May 21 00:38:13 CEST 2018","371","old rod","moon ball","152","61","110","240"
"5268","135","Cindy","212","76","459490","female","serious","magma stone","Mon Sep 11 11:58:59 CEST 2017",,"gift","dive ball","87","192","85","209"
"5269","419","Elwood","212","61","245714","female","lax","data card 06","Sat Nov 10 18:24:48 CET 2001","381","walk","friend ball","110","190","128","127"
"5270","159","Gucci","213","74","432671","female","rash","mystery egg","Sun Jan 23 00:17:50 CET 2022",,"gift","ultra ball","128","250","145","55"
"5271","182","Houdini","213","72","403724","male","timid",,"Thu Aug 15 08:17:24 CEST 2013",,"gift","dusk ball","72","147","78","80"
"5272","343","Sonny","213","79","526995","female","impish","tm54","Wed Feb 16 23:40:55 CET 2022","481","walk","quick ball","155","94","149","28"
"5273","371","Blackie","213","63","336864","female","jolly",,"Sat Nov 20 02:27:02 CET 1999","491","walk","heavy ball","225","200","82","239"
"5274","227","Freddy","213","66","380899","male","mild",,"Fri Jul 20 17:59:40 CEST 2018","428","walk","heal ball","19","119","65","231"
"5275","317","Flakey","213","72","539913","male","bashful",,"Sat Feb 27 07:00:19 CET 2021",,"gift","timer ball","77","139","188","123"
"5276","359","Sigma","213","63","270856","male","hardy","tm88","Fri Aug 03 06:46:03 CEST 2001","385","walk","master ball","168","44","251","228"
"5277","69","Rover","213","76","473763","female","lonely",,"Thu Jul 25 09:50:23 CEST 2013","505","walk","dusk ball","92","79","40","72"
"5278","243","Tex","213","79","655984","female","mild","tm33","Sun Nov 20 22:44:28 CET 2016","146","only one","master ball","87","192","85","9"
"5279","250","Sampson","213","64","344952","male","quirky",,"Fri Jan 13 18:29:57 CET 2006","222","only one","moon ball","52","177","221","16"
"5280","428","Katie","213","61","238812","female","serious",,"Wed Dec 07 14:45:39 CET 2022",,"grass spots","love ball","35","13","12","50"
"5281","177","Phoenix","213","75","443415","male","gentle","carbos","Sun Oct 31 06:21:00 CET 2021","505","walk","sport ball","115","96","156","149"
"5282","469","Griffen","213","61","241644","male","relaxed",,"Fri Apr 23 05:56:48 CEST 2004",,"grass spots","timer ball","143","64","210","19"
"5283","25","Argus","213","64","281266","female","naive","data card 17","Sun Feb 24 17:53:25 CET 2013","449","walk","moon ball","85","87","9","192"
"5284","249","Diosnelio","213","70","465112","male","mild",,"Thu Sep 01 10:08:09 CEST 2005","237","only one","net ball","113","243","19","97"
"5285","474","Stormy","213","78","504901","female","lax","tm01","Sat Feb 07 17:47:44 CET 2015",,"gift","heal ball","234","5","144","10"
"5286","77","Kane","213","69","351477","female","adamant",,"Sat Mar 24 06:41:24 CET 2018","481","walk","heavy ball","52","7","221","172"
"5287","307","Cinnamon","213","76","465593","male","gentle","toxic plate","Mon Sep 24 20:18:19 CEST 2012","382","walk","quick ball","138","95","68","26"
"5288","361","Pablo","213","61","240625","female","calm",,"Wed May 24 09:31:46 CEST 2006","470","walk","timer ball","58","54","181","8"
"5289","329","Cole","213","76","470291","male","calm","slowpoke tail","Sun Sep 10 14:19:20 CEST 2000","508","walk","lure ball","191","125","198","90"
"5290","19","Bongo","213","61","244897","male","gentle",,"Wed Jan 06 05:56:53 CET 2021","506","walk","repeat ball","193","175","18","158"
"5291","75","Barney","213","77","498611","male","quirky",,"Tue Nov 03 06:40:32 CET 2009","383","walk","safari ball","90","191","189","201"
"5292","445","Jack","213","73","507379","male","jolly",,"Fri Apr 20 13:49:08 CEST 2018",,"gift","friend ball","91","191","89","225"
"5293","250","Sassie","213","65","362792","female","serious","old gateau","Sat Nov 16 11:35:54 CET 1996","222","only one","premier ball","19","172","143","16"
"5294","84","Rambo","214","73","409036","female","sassy",,"Wed Nov 04 01:22:33 CET 2020","474","walk","heavy ball","187","184","98","23"
"5295","104","Lazarus","214","77","491775","male","naughty","tm49","Mon May 10 17:53:15 CEST 1999","476","walk","moon ball","90","191","198","28"
"5296","146","Stink","214","68","417674","male","bashful","odd incense","Sat Sep 13 23:56:19 CEST 2014","64","only one","dive ball","16","64","119","65"
"5297","192","Ziggy","214","68","340855","female","serious",,"Mon Oct 20 03:21:30 CEST 2014",,"grass spots","moon ball","235","75","71","76"
"5298","297","Tommy-boy","214","66","408538","female","lax",,"Tue Apr 04 16:58:13 CEST 2000","286","walk","net ball","179","67","223","233"
"5299","222","Teddy","214","69","275969","female","relaxed","vs recorder","Wed Apr 26 12:01:44 CEST 2017","516","walk","fast ball","240","128","152","56"
"5300","179","Codi","214","70","375111","female","quirky",,"Thu Feb 10 10:59:47 CET 2011","379","walk","sport ball","86","192","209","84"
"5301","406","Baron","214","61","240387","female","naughty","level ball","Sun May 17 08:55:54 CEST 2015","380","walk","heavy ball","71","235","78","188"
"5302","113","Westie","214","73","329147","female","gentle","pecha berry","Mon Jul 03 02:31:16 CEST 2017","484","walk","safari ball","33","170","121","153"
"5303","217","Munchkin","214","70","364663","male","gentle",,"Thu Jul 09 20:17:47 CEST 2009","470","walk","luxury ball","132","120","165","45"
"5304","205","Solomon","214","73","406490","male","timid",,"Sat Apr 07 01:50:30 CEST 2001",,"gift","heavy ball","210","81","42","232"
"5305","429","Gus","214","75","360950","female","rash","bloom mail","Wed Aug 01 06:57:28 CEST 2007",,"grass spots","ultra ball","109","247","122","180"
"5306","293","Calvin","214","68","335792","male","bashful","iron","Thu Oct 27 15:51:52 CEST 2022","183","walk","timer ball","142","116","163","154"
"5307","39","Honey-Bear","214","61","195573","female","rash","quick powder","Mon Sep 13 15:48:43 CEST 2010","187","walk","cherish ball","140","111","146","70"
"5308","23","Mittens","214","65","292959","female","calm",,"Fri Oct 13 12:37:49 CEST 2017","495","walk","net ball","151","40","51","123"
"5309","191","Elwood","214","69","349433","male","timid","shed shell","Tue Apr 13 10:10:12 CEST 2021","478","walk","cherish ball","178","80","79","202"
"5310","87","T-bone","214","72","391042","male","lax",,"Wed Apr 02 08:56:02 CEST 1997","422","walk","friend ball","59","190","196","127"
"5311","207","Trigger","214","67","316347","male","naive",,"Fri Jun 29 01:38:20 CEST 2018","428","walk","great ball","64","143","119","91"
"5312","161","Expiración","214","77","486678","male","docile",,"Tue Oct 10 11:07:49 CEST 2017","475","walk","repeat ball","121","120","161","116"
"5313","333","Alvaro","214","71","299760","female","quirky",,"Mon Mar 23 11:27:41 CET 2015","491","walk","safari ball","117","203","25","175"
"5314","52","Jewel","214","72","399130","male","lax","tm81","Fri Oct 31 10:28:36 CET 2008","188","walk","moon ball","23","13","219","142"
"5315","416","Beauty","214","76","482900","female","relaxed","ganlon berry","Sat Oct 28 15:26:47 CEST 2006",,"grass spots","lure ball","210","81","16","141"
"5316","130","Sonny","214","70","453785","female","hardy","tm40","Fri May 11 13:35:00 CEST 2007","371","super rod","level ball","145","55","190","250"
"5317","157","Ace","214","67","329226","female","lonely",,"Thu Jul 07 09:58:59 CEST 2005",,"gift","timer ball","52","7","53","221"
"5318","34","Pooh","215","78","505848","female","calm","letter","Sat Aug 13 03:27:52 CEST 2011",,"gift","nest ball","90","139","92","124"
"5319","13","Euquerio","215","69","356594","male","brave","focus sash","Wed Jul 03 06:14:16 CEST 1996","380","walk","quick ball","40","139","41","151"
"5320","294","Cooper","215","66","314308","female","serious",,"Thu Mar 18 09:32:05 CET 2010","385","walk","net ball","218","15","30","1"
"5321","21","Bits","215","79","523165","male","naughty",,"Sat Aug 23 18:36:00 CEST 1997","506","walk","fast ball","121","3","142","131"
"5322","65","Cookie","215","66","302575","male","careful",,"Mon Jun 02 14:44:19 CEST 2014",,"gift","sport ball","96","100","115","243"
"5323","353","Grace","215","66","246863","male","adamant",,"Tue Aug 11 23:14:19 CEST 2015","271","walk","quick ball","122","180","194","109"
"5324","228","Gunther","215","68","411157","male","timid","vs recorder","Wed Dec 30 02:41:05 CET 2009","472","walk","park ball","53","126","52","7"
"5325","292","Archie","215","67","258964","female","bashful",,"Wed Jan 16 12:15:20 CET 2013",,"gift","park ball","42","41","194","210"
"5326","99","Mia","215","69","350696","female","serious",,"Sat Apr 25 03:21:59 CEST 2020","152","super rod","luxury ball","190","57","61","128"
"5327","213","Mandy","215","74","445044","male","naughty",,"Tue Mar 29 16:09:34 CEST 2005","505","walk","safari ball","210","42","141","41"
"5328","275","Arau","215","65","295835","female","lax","micle berry","Thu Sep 27 14:16:24 CEST 2018",,"grass spots","love ball","228","78","22","79"
"5329","485","Greta","215","63","338317","male","careful",,"Wed Jan 24 18:17:18 CET 2007",,"gift","great ball","52","7","241","211"
"5330","325","Tara","215","76","373580","female","relaxed","heal powder","Fri Jul 24 19:39:28 CEST 1998","497","walk","moon ball","96","97","93","95"
"5331","353","Gus","215","69","274794","male","calm",,"Tue Jun 09 06:17:11 CEST 2009","271","walk","ultra ball","171","194","122","101"
"5332","185","Ashes","215","69","350926","male","hasty","gb sounds","Tue Oct 17 15:35:39 CEST 2006","497","walk","dusk ball","205","201","157","88"
"5333","464","Augie","215","73","516189","male","naive",,"Wed Jan 30 16:27:29 CET 2002",,"gift","luxury ball","90","125","189","246"
"5334","111","Ladybug","215","72","499658","male","lonely","contest pass","Sat May 02 19:17:54 CEST 2020","419","walk","park ball","189","91","155","88"
"5335","483","Zoie","215","67","405541","male","sassy",,"Sun Mar 14 11:35:00 CET 2010",,"gift","dusk ball","82","225","200","211"
"5336","258","Barley","215","67","318004","female","jolly",,"Fri Nov 22 07:33:29 CET 2002","298","gift","timer ball","250","57","128","240"
"5337","339","Hugh","215","70","366215","male","naughty",,"Thu Dec 12 07:25:21 CET 2002","372","good rod","safari ball","240","152","127","61"
"5338","467","Cubby","215","62","256521","male","jolly",,"Mon Aug 19 02:09:25 CEST 2013",,"gift","dusk ball","172","83","7","126"
"5339","353","Linus","215","79","420825","male","calm",,"Mon Apr 05 05:46:49 CEST 2021","271","walk","great ball","171","109","122","101"
"5340","102","Buster","215","70","460118","female","rash",,"Thu Apr 07 06:45:55 CEST 2016","182","headbutt low","net ball","133","202","96","72"
"5341","258","Hardy","215","76","466910","female","timid",,"Sun Nov 15 14:16:03 CET 1998","298","gift","poke ball","127","240","145","190"
"5342","53","Skyler","215","70","359460","male","hasty",,"Sun Aug 21 17:52:49 CEST 2022","43","walk","heavy ball","146","218","176","150"
"5343","478","Nona","215","76","465683","male","hasty",,"Sat Jul 12 15:52:45 CEST 2008",,"gift","net ball","196","54","174","101"
"5344","211","Whiz","215","68","337170","female","careful","mech mail","Thu May 12 06:03:25 CEST 2016","450","super rod","nest ball","151","110","40","127"
"5345","431","Pudge","215","67","255494","female","naughty","soft sand","Mon Jul 29 21:36:17 CEST 2019","501","walk","repeat ball","31","160","182","132"
"5346","349","Biscuit","215","73","323260","male","jolly",,"Sat Dec 22 22:35:26 CET 2007",,"super rod","love ball","55","57","145","152"
"5347","328","Ginger","215","61","245236","female","jolly",,"Mon Jun 09 14:32:22 CEST 2014","508","walk","level ball","90","28","198","89"
"5348","450","Darby","215","68","420342","female","quirky",,"Sun Apr 19 12:30:06 CEST 1998","508","walk","love ball","222","198","90","191"
"5349","152","Fancy","215","79","536903","female","lax","shed shell","Mon Jan 19 07:41:46 CET 2015","180","gift","nest ball","78","71","22","72"
"5350","133","Qusay","215","76","470298","female","quiet","tm65","Sat Aug 30 16:32:08 CEST 2014",,"walk","heavy ball","29","45","48","74"
"5351","472","Duke","215","64","275129","female","impish","green apricorn","Wed Oct 01 09:14:02 CEST 1997",,"grass spots","cherish ball","143","28","16","189"
"5352","237","Zoey","215","76","471205","male","careful",,"Wed May 21 06:04:56 CEST 1997",,"gift","poke ball","67","233","69","136"
"5353","315","Axel","215","64","280690","female","gentle",,"Wed Apr 07 11:07:48 CEST 1999","449","walk","nest ball","92","235","202","147"
"5354","102","Alfie","215","67","404284","female","hardy","mysticticket","Tue Oct 20 01:52:22 CEST 2009","182","headbutt low","dive ball","22","72","75","93"
"5355","326","Whitie","215","69","284509","female","bold",,"Thu Jan 16 11:14:17 CET 2003",,"walk","fast ball","60","100","133","93"
"5356","415","Speedy","215","66","301279","male","hasty","dusk ball","Tue Apr 01 10:52:19 CEST 2014",,"walk","dusk ball","16","119","143","41"
"5357","338","Maxwell","215","61","194200","female","docile","lost item","Sat Apr 01 19:58:02 CEST 2017","383","walk","lure ball","138","157","133","96"
"5358","292","Fido","215","68","273015","male","quirky","zinc","Mon Aug 02 05:52:24 CEST 2021",,"gift","fast ball","247","81","169","101"
"5359","250","Sheba","215","71","467184","female","serious",,"Sat May 09 14:09:26 CEST 1998","222","only one","heavy ball","143","172","119","221"
"5360","45","Gretta","215","64","275881","male","naughty",,"Wed May 28 05:17:42 CEST 1997",,"gift","repeat ball","123","235","147","72"
"5361","160","Hailey","215","67","327278","female","rash","rowap berry","Tue Jul 31 17:36:36 CEST 2012",,"gift","great ball","250","110","56","240"
"5362","388","Luzdivino","216","75","459808","male","calm",,"Sat Dec 24 23:49:33 CET 2005",,"gift","dusk ball","202","78","76","147"
"5363","454","Toto","216","72","399207","female","sassy",,"Sat May 14 07:42:35 CEST 2011",,"walk","cherish ball","238","40","69","27"
"5364","249","Banjo","216","73","520874","male","bashful","data card 23","Tue May 15 02:46:20 CEST 2018","237","only one","luxury ball","93","243","115","94"
"5365","25","Clicker","216","69","353592","male","lonely",,"Thu Mar 27 20:24:25 CET 2014","449","walk","heavy ball","9","84","86","192"
"5366","321","Freddie","216","63","335785","male","sassy",,"Wed May 21 02:11:28 CEST 2008","514","super rod","lure ball","61","145","190","250"
"5367","455","Roxy","216","66","377741","female","naughty","icy rock","Sun Feb 26 08:15:06 CET 2012","165","walk","luxury ball","202","147","76","75"
"5368","382","Monty","216","67","397748","male","careful","clear bell","Wed Oct 30 21:25:41 CET 1996","285","only one","fast ball","145","250","127","110"
"5369","353","Chivas","216","77","390543","female","quiet","toxic orb","Mon Jul 18 06:32:57 CEST 2011","271","walk","dive ball","247","194","180","101"
"5370","40","Munchkin","216","77","386468","female","hasty",,"Thu May 03 23:39:27 CEST 2001","52","walk","quick ball","11","104","3","217"
"5371","212","Trouble","216","75","445405","female","quirky",,"Fri Feb 28 07:34:00 CET 1997",,"gift","fast ball","210","81","141","211"
"5372","258","Pebbles","216","62","247671","male","brave","zoom lens","Thu Oct 03 18:45:03 CEST 2013","298","gift","friend ball","61","110","128","250"
"5373","90","Queenie","216","78","619805","male","gentle",,"Mon May 25 04:00:01 CEST 1998","379","super rod","moon ball","128","190","152","250"
"5374","243","Wizard","216","78","617549","female","sassy",,"Sat Feb 22 09:29:39 CET 2020","146","only one","safari ball","192","86","9","87"
"5375","25","Topaz","216","66","305647","male","calm",,"Tue Dec 02 17:24:53 CET 2008","449","walk","dusk ball","87","192","209","85"
"5376","47","Wrinkles","216","64","276118","male","relaxed",,"Thu Aug 04 21:19:06 CEST 2011","171","walk","heavy ball","76","42","22","73"
"5377","147","Truffles","216","77","601057","male","timid",,"Wed Mar 26 15:45:25 CET 2008","387","super rod","level ball","225","239","200","82"
"5378","152","Amber","216","64","280827","male","quiet",,"Fri Jul 08 08:24:43 CEST 2016","180","gift","net ball","79","178","80","235"
"5379","103","Bogey","216","63","327841","male","quirky","tea","Mon Jul 02 08:03:24 CEST 2007",,"gift","premier ball","100","96","112","80"
"5380","101","Ally","216","70","372077","female","relaxed",,"Mon Jun 27 02:16:37 CEST 2005","51","walk","net ball","9","192","84","86"
"5381","42","Pretty-girl","216","69","356309","male","sassy","poke doll","Tue Feb 16 00:32:45 CET 2010","382","surf","heal ball","16","51","177","139"
"5382","49","Chelsea","216","75","451864","male","serious","card key","Sun Apr 14 05:20:21 CEST 1996","509","walk","net ball","139","42","151","51"
"5383","150","Zeke","216","71","472166","male","docile","yellow flute","Fri Jul 08 05:01:26 CEST 2005","53","only one","timer ball","95","60","149","133"
"5384","383","Hope","216","74","545360","female","serious","old amber","Sat Sep 26 21:04:03 CEST 2020","285","only one","moon ball","28","155","91","222"
"5385","143","Maxine","216","76","590101","female","naive",,"Mon May 21 19:16:28 CEST 2012","19","pokeflute","park ball","103","5","131","31"
"5386","134","Dunn","216","74","423199","male","lonely",,"Tue Oct 09 00:32:02 CEST 2007",,"gift","ultra ball","190","127","57","240"
"5387","402","Oristilia","216","64","283935","male","rash","toxic plate","Sun Nov 11 04:38:23 CET 2012","449","walk","love ball","210","169","42","41"
"5388","366","Freedom","217","75","336974","female","quiet",,"Sat Jan 18 00:30:08 CET 2014","502","super rod","cherish ball","145","128","110","55"
"5389","424","Boy","217","75","353453","female","lax",,"Sun Feb 14 05:23:41 CET 1999",,"gift","dusk ball","63","162","30","161"
"5390","58","Tipper","217","66","381574","male","sassy",,"Thu Dec 10 00:36:13 CET 1998","474","walk","cherish ball","221","241","126","53"
"5391","104","Toffee","217","62","255845","male","serious","data card 19","Sun Jan 18 17:47:54 CET 2004","476","walk","ultra ball","155","90","89","91"
"5392","491","Tony","217","66","383891","female","quirky",,"Sat Sep 14 06:52:57 CEST 1996",,"gift","luxury ball","185","168","44","251"
"5393","138","Cleopatra","217","64","275389","female","naive","tm07","Fri Sep 05 15:02:31 CEST 2003",,"gift","level ball","127","88","55","145"
"5394","384","Daphne","217","70","462419","female","naughty","mystery egg","Fri Apr 07 00:25:39 CEST 2023","297","only one","quick ball","65","19","225","119"
"5395","56","Shiner","217","73","421559","female","hasty","smoke ball","Fri Jun 10 18:30:56 CEST 2005","506","walk","dive ball","197","2","167","183"
"5396","432","Buster-brown","217","69","275597","female","modest","sport ball","Tue Dec 06 00:48:04 CET 2016","504","walk","friend ball","132","229","118","49"
"5397","179","May","217","61","235945","male","serious",,"Wed Aug 18 03:30:41 CEST 2021","379","walk","love ball","87","85","86","192"
"5398","40","Georgia","217","74","346897","male","gentle",,"Thu Nov 22 19:44:48 CET 2018","52","walk","park ball","6","199","25","193"
"5399","426","Jack","217","68","439413","male","lax",,"Sun Oct 20 20:31:26 CEST 2002",,"walk","repeat ball","180","19","171","16"
"5400","211","Tank","217","62","259426","female","gentle","green scarf","Thu Dec 26 08:10:22 CET 2013","450","super rod","park ball","124","56","250","92"
"5401","84","Wayne","217","66","312198","female","brave",,"Sat Mar 31 15:42:32 CEST 2018","474","walk","premier ball","23","5","102","220"
"5402","137","Ermenegildo","217","79","527862","female","quirky","wide lens","Thu May 21 09:44:25 CEST 2009","519","gift","premier ball","184","175","103","35"
"5403","431","Obie","217","63","211593","male","naughty",,"Fri Sep 27 02:52:15 CEST 2019","501","walk","cherish ball","218","34","23","38"
"5404","388","Roscoe","217","67","324650","female","sassy","scope lens","Thu Jan 20 05:46:37 CET 2000",,"gift","sport ball","147","202","78","79"
"5405","216","Arau","217","63","274302","male","bold","tm79","Fri Mar 05 22:47:46 CET 2021","470","walk","dusk ball","15","116","227","195"
"5406","315","Benji","217","74","430194","male","quiet",,"Tue Aug 31 09:55:00 CEST 1999","449","walk","net ball","124","22","139","78"
"5407","470","Alvaro","217","76","471307","female","sassy",,"Thu Oct 01 00:54:09 CEST 1998",,"gift","love ball","79","80","71","22"
