"pokemon","subareaID","method","condition_type","condition_value","chance%","min_level","max_level"
"ditto","345","walk","","","20","38","38"
"ditto","345","walk","","","10","40","40"
"ditto","345","walk","","","10","41","41"
"ditto","345","walk","","","5","42","42"
"ditto","345","walk","","","4","43","43"
"ditto","345","walk","","","1","45","45"
"eevee","1","gift","","","100","25","25"
"eevee","242","gift","","","100","20","20"
"eevee","517","gift","","","100","5","5"
"porygon","519","gift","","","100","25","25"
"snorlax","19","pokeflute","","","100","30","30"
"snorlax","54","pokeflute","","","100","50","50"
"snorlax","18","pokeflute","","","100","50","50"
"snorlax","23","pokeflute","","","100","30","30"
"articuno","50","only","","","100","50","50"
"zapdos","17","only","","","100","50","50"
"zapdos","62","only","","","100","50","50"
"moltres","64","only","","","100","50","50"
"dratini","387","super","","","40","15","20"
"dratini","159","good","","","10","20","20"
"dratini","159","super","","","30","40","40"
"dratini","159","surf","","","10","10","14"
"dratini","198","good","","","10","20","20"
"dratini","198","super","","","30","40","40"
"dratini","77","super","","","25","15","15"
"dratini","78","super","","","25","15","15"
"dratini","79","super","","","25","15","15"
"dratini","80","super","","","25","15","15"
"dragonair","387","super","","","4","15","35"
"dragonair","387","super","","","1","15","40"
"dragonair","159","super","","","10","40","40"
"dragonair","198","super","","","10","40","40"
"dragonair","77","super","","","10","15","15"
"dragonair","78","super","","","1","25","35"
"dragonair","79","super","","","1","25","35"
"dragonair","80","super","","","1","25","35"
"mewtwo","53","only","","","100","70","70"
"mew","369","only","","","100","30","30"
"chikorita","180","gift","","","100","5","5"
"chikorita","356","gift","","","100","5","5"
"cyndaquil","180","gift","","","100","5","5"
"cyndaquil","356","gift","","","100","5","5"
"totodile","180","gift","","","100","5","5"
"totodile","356","gift","","","100","5","5"
"sentret","475","walk","radar","on ","10","3","3"
"sentret","475","walk","radar","on ","10","4","4"
"sentret","475","walk","radar","on ","1","2","2"
"sentret","475","walk","radar","on ","1","2","2"
"sentret","182","walk","time","day ","30","3","3"
"sentret","182","walk","time","morning ","30","3","3"
"sentret","182","walk","time","day ","10","2","2"
"sentret","182","walk","time","morning ","10","2","2"
"sentret","196","walk","time","day ","30","15","15"
"sentret","196","walk","time","morning ","30","15","15"
"sentret","16","walk","time","morning ","20","3","3"
"sentret","16","walk","time","day ","20","3","3"
"sentret","124","walk","","","20","10","10"
"sentret","124","walk","","","10","15","15"
"sentret","128","walk","","","20","10","10"
"sentret","128","walk","","","10","15","15"
"sentret","131","walk","","","20","10","10"
"sentret","131","walk","","","10","15","15"
"furret","196","walk","time","day ","10","15","15"
"furret","196","walk","time","morning ","10","15","15"
"furret","196","walk","time","day ","4","17","17"
"furret","196","walk","time","morning ","4","17","17"
"furret","196","walk","time","day ","1","17","17"
"furret","196","walk","time","morning ","1","17","17"
"furret","16","walk","time","morning ","5","6","6"
"furret","16","walk","time","day ","5","6","6"
"hoothoot","380","walk","time","night ","10","12","12"
"hoothoot","395","walk","time","night ","10","24","24"
"hoothoot","396","walk","time","night ","10","24","24"
"hoothoot","397","walk","time","night ","10","22","22"
"hoothoot","397","walk","time","night ","10","24","24"
"hoothoot","398","walk","time","night ","10","22","22"
"hoothoot","398","walk","time","night ","10","24","24"
"hoothoot","399","walk","time","night ","10","20","20"
"hoothoot","399","walk","time","night ","10","22","22"
"hoothoot","400","walk","time","night ","10","20","20"
"hoothoot","400","walk","time","night ","10","22","22"
"hoothoot","480","walk","time","night ","10","12","12"
"hoothoot","490","walk","time","night ","10","20","20"
"hoothoot","491","walk","time","night ","10","24","24"
"hoothoot","492","walk","time","night ","10","14","14"
"hoothoot","182","walk","time","night ","30","2","2"
"hoothoot","182","walk","time","night ","30","3","3"
"hoothoot","182","walk","time","night ","20","3","3"
"hoothoot","182","walk","time","night ","4","4","4"
"hoothoot","182","walk","time","night ","1","4","4"
"hoothoot","183","walk","time","night ","20","4","4"
"hoothoot","183","walk","time","night ","5","4","4"
"hoothoot","183","walk","time","night ","4","4","4"
"hoothoot","183","walk","time","night ","1","4","4"
"hoothoot","184","walk","time","night ","5","5","5"
"hoothoot","184","walk","time","night ","4","5","5"
"hoothoot","184","walk","time","night ","1","5","5"
"hoothoot","185","walk","time","night ","5","7","7"
"hoothoot","185","headbutt","","","50","10","10"
"hoothoot","185","headbutt","","","15","10","10"
"hoothoot","185","headbutt","","","50","10","10"
"hoothoot","185","headbutt","","","15","10","10"
"hoothoot","185","headbutt","","","50","10","10"
"hoothoot","165","walk","time","night ","5","7","7"
"hoothoot","165","headbutt","","","50","10","10"
"hoothoot","165","headbutt","","","50","10","10"
"hoothoot","165","headbutt","","","50","10","10"
"hoothoot","165","headbutt","","","10","10","10"
"hoothoot","187","walk","time","night ","20","12","12"
"hoothoot","187","headbutt","","","50","10","10"
"hoothoot","187","headbutt","","","50","10","10"
"hoothoot","187","headbutt","","","50","10","10"
"hoothoot","188","walk","weather","sunny","5","14","14"
"hoothoot","188","walk","time","night ","5","14","14"
"hoothoot","179","walk","time","night ","30","10","10"
"hoothoot","179","walk","time","night ","30","10","10"
"hoothoot","179","walk","time","night ","20","12","12"
"hoothoot","179","walk","time","night ","10","12","12"
"hoothoot","179","walk","time","night ","5","10","10"
"hoothoot","179","walk","time","night ","4","14","14"
"hoothoot","179","walk","time","night ","1","14","14"
"hoothoot","189","walk","time","night ","20","13","13"
"hoothoot","189","walk","time","night ","4","15","15"
"hoothoot","189","walk","time","night ","1","15","15"
"hoothoot","190","walk","time","night ","20","15","15"
"hoothoot","191","headbutt","","","50","10","10"
"hoothoot","191","headbutt","","","50","10","10"
"hoothoot","191","headbutt","","","50","10","10"
"hoothoot","192","headbutt","","","50","10","10"
"hoothoot","192","headbutt","","","50","10","10"
"hoothoot","192","headbutt","","","50","10","10"
"hoothoot","196","walk","time","night ","30","16","16"
"hoothoot","196","headbutt","","","50","10","10"
"hoothoot","196","headbutt","","","15","10","10"
"hoothoot","196","headbutt","","","50","10","10"
"hoothoot","196","headbutt","","","15","10","10"
"hoothoot","196","headbutt","","","50","10","10"
"hoothoot","166","headbutt","","","50","10","10"
"hoothoot","166","headbutt","","","15","10","10"
"hoothoot","166","headbutt","","","50","10","10"
"hoothoot","166","headbutt","","","15","10","10"
"hoothoot","166","headbutt","","","50","10","10"
"hoothoot","34","headbutt","","","50","10","10"
"hoothoot","34","headbutt","","","15","10","10"
"hoothoot","34","headbutt","","","50","10","10"
"hoothoot","34","headbutt","","","15","10","10"
"hoothoot","34","headbutt","","","50","10","10"
"hoothoot","35","headbutt","","","50","10","10"
"hoothoot","35","headbutt","","","15","10","10"
"hoothoot","35","headbutt","","","50","10","10"
"hoothoot","35","headbutt","","","15","10","10"
"hoothoot","35","headbutt","","","50","10","10"
"hoothoot","16","walk","time","night ","30","2","2"
"hoothoot","16","walk","time","night ","10","3","3"
"hoothoot","16","walk","time","night ","4","4","4"
"hoothoot","16","walk","time","night ","1","4","4"
"hoothoot","27","walk","time","night ","30","3","3"
"hoothoot","27","walk","time","night ","20","5","5"
"hoothoot","41","walk","time","night ","30","13","13"
"hoothoot","33","walk","time","night ","30","10","10"
"hoothoot","28","walk","time","night ","20","3","3"
"hoothoot","28","walk","time","night ","10","3","3"
"hoothoot","28","walk","radio","off ","10","3","3"
"hoothoot","28","walk","time","night ","10","5","5"
"hoothoot","28","walk","radio","off ","10","5","5"
"hoothoot","28","walk","time","night ","10","5","5"
"hoothoot","28","walk","radio","off ","10","5","5"
"hoothoot","60","walk","weather","rain","20","3","3"
"hoothoot","60","walk","time","night ","20","3","3"
"hoothoot","60","walk","weather","sunny","20","3","3"
"hoothoot","60","walk","time","night ","20","3","3"
"hoothoot","60","walk","time","night ","10","3","3"
"hoothoot","60","walk","radio","off ","10","3","3"
"hoothoot","60","walk","time","night ","10","3","3"
"hoothoot","60","walk","radio","off ","10","3","3"
"hoothoot","60","walk","time","night ","10","5","5"
"hoothoot","60","walk","radio","off ","10","5","5"
"hoothoot","60","walk","time","night ","10","5","5"
"hoothoot","60","walk","radio","off ","10","5","5"
"hoothoot","339","walk","","","5","35","35"
"hoothoot","340","walk","","","5","35","35"
"noctowl","385","walk","time","night ","10","39","39"
"noctowl","386","walk","time","night ","10","39","39"
"noctowl","395","walk","time","night ","10","26","26"
"noctowl","396","walk","time","night ","10","26","26"
"noctowl","397","walk","time","night ","10","28","28"
"noctowl","398","walk","time","night ","10","28","28"
"noctowl","521","walk","time","night ","10","53","53"
"noctowl","521","walk","time","night ","10","54","54"
"noctowl","468","walk","time","night ","10","34","34"
"noctowl","468","walk","time","night ","10","36","36"
"noctowl","470","walk","time","night ","10","34","34"
"noctowl","470","walk","time","night ","10","36","36"
"noctowl","473","walk","time","night ","10","35","35"
"noctowl","490","walk","time","night ","10","21","21"
"noctowl","491","walk","time","night ","10","25","25"
"noctowl","493","walk","time","night ","10","28","28"
"noctowl","499","walk","time","night ","10","33","33"
"noctowl","500","walk","time","night ","10","35","35"
"noctowl","165","headbutt","","","10","10","10"
"noctowl","165","headbutt","","","10","10","10"
"noctowl","190","walk","time","night ","5","15","15"
"noctowl","190","walk","time","morning ","4","15","15"
"noctowl","190","walk","time","morning ","1","15","15"
"noctowl","191","walk","time","night ","10","16","16"
"noctowl","192","walk","time","night ","10","16","16"
"noctowl","196","walk","time","night ","20","17","17"
"noctowl","200","walk","weather","snow","20","35","35"
"noctowl","200","walk","time","night ","20","35","35"
"noctowl","34","walk","time","night ","30","28","28"
"noctowl","34","walk","time","night ","20","32","32"
"noctowl","35","walk","time","night ","30","28","28"
"noctowl","35","walk","time","night ","5","32","32"
"noctowl","35","walk","time","night ","4","32","32"
"noctowl","35","walk","time","night ","1","32","32"
"noctowl","27","walk","time","night ","10","7","7"
"noctowl","41","walk","time","night ","20","15","15"
"noctowl","44","walk","time","night ","30","17","17"
"noctowl","44","walk","time","night ","10","19","19"
"noctowl","18","walk","time","night ","10","16","16"
"noctowl","20","walk","time","night ","20","25","25"
"noctowl","21","walk","time","night ","20","25","25"
"noctowl","22","walk","time","night ","20","25","25"
"noctowl","33","walk","time","night ","10","12","12"
"noctowl","33","walk","time","night ","4","14","14"
"noctowl","33","walk","time","night ","1","14","14"
"noctowl","28","walk","time","night ","5","7","7"
"noctowl","28","walk","time","night ","5","8","8"
"noctowl","28","walk","time","night ","4","10","10"
"noctowl","60","walk","time","night ","5","7","7"
"noctowl","60","walk","time","night ","5","7","7"
"noctowl","60","walk","time","night ","4","7","7"
"noctowl","60","walk","time","night ","1","7","7"
"ledyba","182","headbutt","","","15","10","10"
"ledyba","182","headbutt","","","15","10","10"
"ledyba","183","walk","time","morning ","30","3","3"
"ledyba","184","walk","time","morning ","30","4","4"
"ledyba","187","headbutt","","","15","10","10"
"ledyba","187","headbutt","","","15","10","10"
"ledyba","188","headbutt","","","15","10","10"
"ledyba","188","headbutt","","","15","10","10"
"ledyba","179","walk","time","morning ","20","14","14"
"ledyba","189","walk","time","morning ","30","4","4"
"ledyba","189","headbutt","","","15","10","10"
"ledyba","189","headbutt","","","15","10","10"
"ledyba","190","walk","time","morning ","30","13","13"
"ledyba","190","walk","time","morning ","5","15","15"
"ledyba","190","walk","time","morning ","4","15","15"
"ledyba","190","walk","time","morning ","1","15","15"
"ledyba","191","headbutt","","","15","10","10"
"ledyba","191","headbutt","","","15","10","10"
"ledyba","192","headbutt","","","15","10","10"
"ledyba","192","headbutt","","","15","10","10"
"ledyba","27","walk","time","morning ","30","3","3"
"ledyba","28","walk","time","morning ","20","3","3"
"ledyba","28","walk","time","morning ","10","3","3"
"ledyba","28","walk","radio","off ","10","3","3"
"ledyba","28","walk","time","day ","4","10","10"
"ledyba","340","walk","","","10","33","33"
"ledyba","105","walk","","","4","9","9"
"ledyba","105","walk","","","1","14","14"
"ledian","509","walk","time","morning ","10","52","52"
"ledian","509","walk","time","morning ","10","52","52"
"ledian","27","walk","time","morning ","5","7","7"
"ledian","28","walk","time","morning ","4","7","7"
"ledian","28","walk","time","morning ","4","10","10"
"ledian","28","walk","time","morning ","1","7","7"
"spinarak","182","headbutt","","","15","10","10"
"spinarak","182","headbutt","","","15","10","10"
"spinarak","183","walk","time","night ","30","3","3"
"spinarak","184","walk","time","night ","30","4","4"
"spinarak","187","headbutt","","","15","10","10"
"spinarak","187","headbutt","","","15","10","10"
"spinarak","188","headbutt","","","15","10","10"
"spinarak","188","headbutt","","","15","10","10"
"spinarak","179","walk","time","night ","20","14","14"
"spinarak","189","walk","time","night ","30","4","4"
"spinarak","189","headbutt","","","15","10","10"
"spinarak","189","headbutt","","","15","10","10"
"spinarak","190","walk","time","night ","30","13","13"
"spinarak","190","walk","time","night ","5","15","15"
"spinarak","190","walk","time","night ","4","15","15"
"spinarak","190","walk","time","night ","1","15","15"
"spinarak","191","headbutt","","","15","10","10"
"spinarak","191","headbutt","","","15","10","10"
"spinarak","192","headbutt","","","15","10","10"
"spinarak","192","headbutt","","","15","10","10"
"spinarak","27","walk","time","night ","30","3","3"
"spinarak","28","walk","time","night ","20","3","3"
"spinarak","28","walk","time","night ","10","3","3"
"spinarak","28","walk","radio","off ","10","3","3"
"spinarak","28","walk","time","morning ","4","10","10"
"spinarak","28","walk","time","night ","1","4","4"
"spinarak","339","walk","","","10","33","33"
"spinarak","105","walk","","","20","9","9"
"spinarak","105","walk","","","10","14","14"
"ariados","509","walk","time","night ","10","52","52"
"ariados","509","walk","time","night ","10","52","52"
"ariados","190","walk","time","night ","4","15","15"
"ariados","190","walk","time","night ","1","15","15"
"ariados","27","walk","time","night ","5","7","7"
"ariados","28","walk","time","night ","4","7","7"
"ariados","28","walk","time","night ","1","7","7"
"chinchou","513","super","","","40","15","25"
"chinchou","180","good","","","20","20","20"
"chinchou","180","super","","","40","40","40"
"chinchou","194","good","","","20","20","20"
"chinchou","194","super","","","40","40","40"
"chinchou","200","good","","","15","20","20"
"chinchou","200","good","","","5","20","20"
"chinchou","200","super","","","40","40","40"
"chinchou","29","good","","","20","20","20"
"chinchou","29","super","","","40","40","40"
"chinchou","3","good","","","20","20","20"
"chinchou","3","super","","","40","40","40"
"chinchou","54","good","","","20","20","20"
"chinchou","54","super","","","40","40","40"
"chinchou","12","good","","","20","20","20"
"chinchou","12","super","","","40","40","40"
"chinchou","34","good","","","20","20","20"
"chinchou","34","super","","","40","40","40"
"chinchou","35","good","","","20","20","20"
"chinchou","35","super","","","40","40","40"
"chinchou","30","good","","","20","20","20"
"chinchou","30","super","","","40","40","40"
"chinchou","55","good","","","20","20","20"
"chinchou","55","super","","","40","40","40"
"chinchou","323","seaweed","","","30","20","30"
"chinchou","326","seaweed","","","30","20","30"
"lanturn","513","super","","","4","20","45"
"lanturn","513","super","","","1","20","45"
"lanturn","180","super","","","10","40","40"
"lanturn","194","super","","","10","40","40"
"lanturn","200","super","","","10","40","40"
"lanturn","29","super","","","10","40","40"
"lanturn","3","super","","","10","40","40"
"lanturn","54","super","","","10","40","40"
"lanturn","12","super","","","10","40","40"
"lanturn","34","super","","","10","40","40"
"lanturn","35","super","","","10","40","40"
"lanturn","30","super","","","10","40","40"
"lanturn","55","super","","","10","40","40"
"pichu","449","walk","time","morning ","10","16","16"
"pichu","449","walk","time","morning ","10","16","16"
"pichu","449","walk","","","5","16","16"
"pichu","449","walk","","","4","16","16"
"pichu","449","walk","","","1","16","16"
"pichu","187","gift","","","100","5","5"
"cleffa","382","walk","time","morning ","10","14","14"
"cleffa","382","walk","time","morning ","10","14","14"
"cleffa","382","walk","","","4","14","14"
"cleffa","382","walk","","","1","14","14"
"cleffa","393","walk","time","morning ","10","12","12"
"cleffa","393","walk","time","morning ","10","12","12"
"cleffa","393","walk","item","tm50","4","14","14"
"cleffa","393","walk","","","4","12","12"
"cleffa","393","walk","","","1","12","12"
"cleffa","187","gift","","","100","5","5"
"igglybuff","187","gift","","","100","5","5"
"togepi","516","walk","radar","on ","10","18","18"
"togepi","516","walk","radar","on ","10","18","18"
"togepi","516","walk","radar","on ","1","23","23"
"togepi","516","walk","radar","on ","1","23","23"
"togepi","231","gift","","","100","5","5"
"togepi","123","gift","","","100","5","5"
"togepi","373","gift","","","100","1","1"
"togepi","232","gift","","","100","1","1"
"natu","505","walk","weather","rain","20","53","53"
"natu","505","walk","weather","rain","20","53","53"
"natu","204","walk","","","30","20","20"
"natu","204","walk","","","30","22","22"
"natu","204","walk","","","20","18","18"
"natu","204","walk","","","10","24","24"
"natu","336","walk","","","10","27","27"
"natu","336","walk","","","5","29","29"
"natu","337","walk","","","10","25","25"
"natu","338","walk","","","10","25","25"
"natu","129","walk","","","20","15","15"
"natu","129","walk","","","4","20","20"
"natu","129","walk","","","1","20","20"
"xatu","336","walk","","","4","29","29"
"xatu","336","walk","","","1","31","31"
"mareep","379","walk","radar","on ","10","8","8"
"mareep","379","walk","radar","on ","10","7","7"
"mareep","379","walk","radar","on ","1","9","9"
"mareep","379","walk","radar","on ","1","9","9"
"mareep","185","walk","time","day ","20","6","6"
"mareep","185","walk","time","morning ","20","6","6"
"mareep","185","walk","time","night ","10","6","6"
"mareep","195","walk","time","day ","30","13","13"
"mareep","195","walk","time","morning ","30","13","13"
"mareep","195","walk","time","night ","30","13","13"
"mareep","196","walk","time","day ","10","15","15"
"mareep","196","walk","time","morning ","10","15","15"
"mareep","196","walk","time","night ","5","15","15"
"mareep","339","walk","","","20","34","34"
"mareep","339","walk","","","10","36","36"
"mareep","348","walk","","","20","7","7"
"mareep","348","walk","","","20","9","9"
"mareep","348","walk","","","10","5","5"
"mareep","348","walk","","","10","11","11"
"mareep","348","walk","","","10","7","7"
"mareep","348","walk","","","10","9","9"
"mareep","348","walk","","","5","13","13"
"mareep","348","walk","","","5","3","3"
"mareep","348","walk","","","4","5","5"
"mareep","348","walk","","","4","11","11"
"mareep","348","walk","","","1","5","5"
"mareep","348","walk","","","1","11","11"
"mareep","138","walk","","","20","7","7"
"mareep","138","walk","","","20","9","9"
"mareep","138","walk","","","10","5","5"
"mareep","138","walk","","","10","11","11"
"mareep","138","walk","","","10","7","7"
"mareep","138","walk","","","10","9","9"
"mareep","138","walk","","","5","13","13"
"mareep","138","walk","","","5","3","3"
"mareep","138","walk","","","4","5","5"
"mareep","138","walk","","","4","11","11"
"mareep","138","walk","","","1","5","5"
"mareep","138","walk","","","1","11","11"
"mareep","233","gift","","","100","1","1"
"flaaffy","504","walk","radar","on ","10","41","41"
"flaaffy","504","walk","radar","on ","10","41","41"
"flaaffy","504","walk","radar","on ","1","42","42"
"flaaffy","504","walk","radar","on ","1","42","42"
"flaaffy","195","walk","time","morning ","5","15","15"
"flaaffy","195","walk","time","day ","5","15","15"
"flaaffy","195","walk","time","night ","5","15","15"
"flaaffy","195","walk","time","morning ","4","17","17"
"flaaffy","195","walk","time","day ","4","17","17"
"flaaffy","195","walk","time","night ","4","17","17"
"flaaffy","195","walk","time","day ","1","17","17"
"flaaffy","195","walk","time","night ","1","17","17"
"flaaffy","195","walk","time","morning ","1","17","17"
"flaaffy","196","walk","time","day ","30","15","15"
"flaaffy","196","walk","time","morning ","30","15","15"
"flaaffy","196","walk","time","night ","30","15","15"
"flaaffy","196","walk","time","day ","5","17","17"
"flaaffy","196","walk","time","day ","4","17","17"
"flaaffy","196","walk","time","day ","1","17","17"
"marill","395","walk","","","10","25","25"
"marill","395","walk","","","5","26","26"
"marill","395","surf","","","30","20","30"
"marill","396","walk","","","10","25","25"
"marill","396","walk","","","5","26","26"
"marill","396","surf","","","30","20","30"
"marill","397","walk","","","10","23","23"
"marill","397","walk","","","5","24","24"
"marill","397","surf","","","30","20","30"
"marill","398","walk","","","10","23","23"
"marill","398","walk","","","5","24","24"
"marill","398","surf","","","30","20","30"
"marill","399","walk","","","10","21","21"
"marill","399","walk","","","5","22","22"
"marill","400","walk","","","10","21","21"
"marill","400","walk","","","5","22","22"
"marill","400","surf","","","30","20","30"
"marill","494","walk","","","20","21","21"
"marill","494","walk","time","night ","10","23","23"
"marill","494","walk","time","night ","10","22","22"
"marill","494","walk","","","4","23","23"
"marill","494","walk","radar","off ","1","23","23"
"marill","498","walk","weather","snow","20","20","20"
"marill","498","walk","time","night ","10","22","22"
"marill","498","walk","time","night ","10","21","21"
"marill","498","walk","","","4","22","22"
"marill","498","walk","","","1","22","22"
"marill","195","walk","time","night ","5","15","15"
"marill","167","walk","weather","cloudy","30","13","13"
"marill","167","walk","weather","sunny","10","15","15"
"marill","167","walk","weather","cloudy","1","15","15"
"marill","167","surf","weather","rain","30","20","20"
"marill","168","walk","time","night ","5","15","15"
"marill","169","walk","time","night ","5","28","28"
"marill","169","surf","","","30","25","29"
"marill","170","walk","time","night ","10","16","16"
"marill","170","surf","","","30","20","24"
"marill","250","surf","","","60","20","30"
"marill","250","surf","","","30","10","20"
"marill","250","surf","","","5","30","35"
"marill","250","surf","","","4","5","10"
"marill","250","surf","","","1","5","10"
"marill","299","surf","","","60","20","30"
"marill","299","surf","","","30","10","20"
"marill","299","surf","","","5","30","35"
"marill","299","surf","","","4","5","10"
"marill","301","walk","","","10","5","5"
"marill","301","walk","","","10","4","4"
"marill","308","surf","","","60","20","30"
"marill","308","surf","","","30","10","20"
"marill","308","surf","","","5","30","35"
"marill","308","surf","","","4","5","10"
"marill","309","walk","","","10","15","15"
"marill","309","walk","","","10","14","14"
"marill","309","walk","","","5","16","16"
"marill","311","surf","","","60","20","30"
"marill","311","surf","","","30","10","20"
"marill","311","surf","","","5","30","35"
"marill","311","surf","","","4","5","10"
"marill","314","surf","","","60","20","30"
"marill","314","surf","","","30","10","20"
"marill","314","surf","","","5","30","35"
"marill","314","surf","","","4","5","10"
"marill","314","walk","","","10","13","13"
"marill","318","surf","","","60","20","30"
"marill","318","surf","","","30","10","20"
"marill","318","surf","","","5","30","35"
"marill","318","surf","","","4","5","10"
"marill","318","walk","","","10","25","25"
"marill","318","walk","","","5","27","27"
"marill","339","surf","","","30","25","30"
"marill","339","surf","","","5","25","30"
"marill","339","surf","","","4","30","35"
"marill","101","surf","","","4","5","15"
"marill","101","surf","","","1","5","15"
"marill","129","walk","","","10","15","15"
"marill","129","surf","","","60","5","20"
"marill","129","surf","","","30","10","20"
"marill","129","surf","","","5","15","25"
"marill","129","surf","","","4","20","25"
"marill","129","surf","","","1","20","25"
"marill","135","surf","","","60","5","15"
"marill","135","surf","","","5","15","25"
"marill","135","surf","","","4","15","25"
"marill","135","surf","","","1","15","25"
"azumarill","421","walk","","","20","41","41"
"azumarill","421","walk","","","10","43","43"
"azumarill","422","walk","","","20","47","47"
"azumarill","422","walk","","","10","49","49"
"sudowoodo","497","walk","radar","off ","10","23","23"
"sudowoodo","497","walk","item","tm08","4","24","24"
"sudowoodo","497","walk","item","tm83","4","24","24"
"sudowoodo","497","walk","item","shadow mail","4","24","24"
"sudowoodo","497","walk","item","dive ball","4","24","24"
"sudowoodo","497","walk","radar","off ","1","24","24"
"sudowoodo","503","walk","radar","off ","10","29","29"
"sudowoodo","503","walk","","","4","30","30"
"sudowoodo","503","walk","radar","off ","1","30","30"
"sudowoodo","189","squirt","","","100","20","20"
"sudowoodo","370","wailmer","","","100","40","40"
"hoppip","381","walk","radar","on ","10","29","29"
"hoppip","381","walk","radar","on ","10","29","29"
"hoppip","479","walk","radar","on ","10","9","9"
"hoppip","479","walk","radar","on ","10","9","9"
"hoppip","479","walk","radar","on ","1","10","10"
"hoppip","479","walk","radar","on ","1","10","10"
"hoppip","480","walk","radar","on ","10","11","11"
"hoppip","480","walk","radar","on ","10","11","11"
"hoppip","182","walk","time","day ","4","3","3"
"hoppip","182","walk","time","morning ","4","3","3"
"hoppip","182","walk","time","day ","1","3","3"
"hoppip","182","walk","time","morning ","1","3","3"
"hoppip","183","walk","time","day ","4","4","4"
"hoppip","183","walk","time","morning ","4","4","4"
"hoppip","183","walk","time","day ","1","4","4"
"hoppip","183","walk","time","morning ","1","4","4"
"hoppip","184","walk","time","day ","4","5","5"
"hoppip","184","walk","time","morning ","4","5","5"
"hoppip","184","walk","time","day ","1","5","5"
"hoppip","184","walk","time","morning ","1","5","5"
"hoppip","185","walk","time","day ","10","6","6"
"hoppip","185","walk","time","morning ","10","6","6"
"hoppip","186","walk","time","day ","30","6","6"
"hoppip","186","walk","time","morning ","30","6","6"
"hoppip","186","walk","time","day ","5","8","8"
"hoppip","186","walk","time","morning ","5","8","8"
"hoppip","203","walk","radio","off ","10","20","20"
"hoppip","203","walk","","","1","22","22"
"hoppip","18","walk","time","day ","30","14","14"
"hoppip","18","walk","time","morning ","30","14","14"
"hoppip","18","walk","time","day ","4","16","16"
"hoppip","18","walk","time","morning ","4","16","16"
"hoppip","18","walk","time","day ","1","16","16"
"hoppip","18","walk","time","morning ","1","16","16"
"hoppip","20","walk","time","day ","10","22","22"
"hoppip","20","walk","time","morning ","10","22","22"
"hoppip","20","walk","time","day ","5","24","24"
"hoppip","20","walk","time","morning ","5","24","24"
"hoppip","20","walk","time","day ","4","24","24"
"hoppip","21","walk","time","day ","10","24","24"
"hoppip","21","walk","time","morning ","10","24","24"
"hoppip","22","walk","time","day ","10","22","22"
"hoppip","22","walk","time","morning ","10","22","22"
"hoppip","22","walk","time","day ","5","24","24"
"hoppip","22","walk","time","morning ","5","24","24"
"hoppip","22","walk","time","day ","4","24","24"
"hoppip","122","surf","","","30","5","15"
"hoppip","123","surf","","","30","5","15"
"hoppip","124","walk","","","10","10","10"
"hoppip","124","walk","","","5","15","15"
"hoppip","124","surf","","","30","5","15"
"hoppip","125","walk","","","20","10","10"
"hoppip","125","walk","","","20","12","12"
"hoppip","125","walk","","","10","8","8"
"hoppip","125","walk","","","10","14","14"
"hoppip","125","walk","","","10","10","10"
"hoppip","125","walk","","","10","12","12"
"hoppip","125","walk","","","5","16","16"
"hoppip","125","walk","","","5","6","6"
"hoppip","125","walk","","","4","8","8"
"hoppip","125","walk","","","4","14","14"
"hoppip","125","walk","","","1","8","8"
"hoppip","125","walk","","","1","14","14"
"hoppip","125","surf","","","30","5","15"
"hoppip","136","surf","","","30","5","15"
"skiploom","381","walk","radar","on ","1","30","30"
"skiploom","381","walk","radar","on ","1","30","30"
"skiploom","480","walk","radar","on ","1","12","12"
"skiploom","480","walk","radar","on ","1","12","12"
"skiploom","21","walk","time","day ","5","26","26"
"skiploom","21","walk","time","morning ","5","26","26"
"skiploom","21","walk","time","day ","4","26","26"
"aipom","182","headbutt","","","10","10","10"
"aipom","182","headbutt","","","5","10","10"
"aipom","182","headbutt","","","5","10","10"
"aipom","182","headbutt","","","10","10","10"
"aipom","182","headbutt","","","5","10","10"
"aipom","182","headbutt","","","5","10","10"
"aipom","182","headbutt","","","10","10","10"
"aipom","182","headbutt","","","5","10","10"
"aipom","182","headbutt","","","5","10","10"
"aipom","183","headbutt","","","10","10","10"
"aipom","183","headbutt","","","5","10","10"
"aipom","183","headbutt","","","5","10","10"
"aipom","183","headbutt","","","10","10","10"
"aipom","183","headbutt","","","5","10","10"
"aipom","183","headbutt","","","5","10","10"
"aipom","183","headbutt","","","10","10","10"
"aipom","183","headbutt","","","5","10","10"
"aipom","183","headbutt","","","5","10","10"
"aipom","184","headbutt","","","10","10","10"
"aipom","184","headbutt","","","5","10","10"
"aipom","184","headbutt","","","5","10","10"
"aipom","184","headbutt","","","10","10","10"
"aipom","184","headbutt","","","5","10","10"
"aipom","184","headbutt","","","5","10","10"
"aipom","184","headbutt","","","10","10","10"
"aipom","184","headbutt","","","5","10","10"
"aipom","184","headbutt","","","5","10","10"
"aipom","185","headbutt","","","10","10","10"
"aipom","185","headbutt","","","5","10","10"
"aipom","185","headbutt","","","5","10","10"
"aipom","185","headbutt","","","10","10","10"
"aipom","185","headbutt","","","5","10","10"
"aipom","185","headbutt","","","5","10","10"
"aipom","185","headbutt","","","10","10","10"
"aipom","185","headbutt","","","5","10","10"
"aipom","185","headbutt","","","5","10","10"
